tid	seat	row	section_name	venue_name
3896	25	17	Main Floor	Capitol Theatre Windsor
3897	1	18	Main Floor	Capitol Theatre Windsor
3898	2	18	Main Floor	Capitol Theatre Windsor
3899	3	18	Main Floor	Capitol Theatre Windsor
3900	4	18	Main Floor	Capitol Theatre Windsor
3901	5	18	Main Floor	Capitol Theatre Windsor
3902	6	18	Main Floor	Capitol Theatre Windsor
3903	7	18	Main Floor	Capitol Theatre Windsor
3904	8	18	Main Floor	Capitol Theatre Windsor
3905	9	18	Main Floor	Capitol Theatre Windsor
3906	10	18	Main Floor	Capitol Theatre Windsor
3907	11	18	Main Floor	Capitol Theatre Windsor
3908	12	18	Main Floor	Capitol Theatre Windsor
3909	13	18	Main Floor	Capitol Theatre Windsor
3910	14	18	Main Floor	Capitol Theatre Windsor
3911	15	18	Main Floor	Capitol Theatre Windsor
3912	16	18	Main Floor	Capitol Theatre Windsor
3913	17	18	Main Floor	Capitol Theatre Windsor
3914	18	18	Main Floor	Capitol Theatre Windsor
3915	19	18	Main Floor	Capitol Theatre Windsor
3916	20	18	Main Floor	Capitol Theatre Windsor
3917	21	18	Main Floor	Capitol Theatre Windsor
3918	22	18	Main Floor	Capitol Theatre Windsor
3919	23	18	Main Floor	Capitol Theatre Windsor
3920	24	18	Main Floor	Capitol Theatre Windsor
3921	25	18	Main Floor	Capitol Theatre Windsor
3922	1	19	Main Floor	Capitol Theatre Windsor
3923	2	19	Main Floor	Capitol Theatre Windsor
3924	3	19	Main Floor	Capitol Theatre Windsor
3925	4	19	Main Floor	Capitol Theatre Windsor
3926	5	19	Main Floor	Capitol Theatre Windsor
3927	6	19	Main Floor	Capitol Theatre Windsor
3928	7	19	Main Floor	Capitol Theatre Windsor
3929	8	19	Main Floor	Capitol Theatre Windsor
3930	9	19	Main Floor	Capitol Theatre Windsor
3931	10	19	Main Floor	Capitol Theatre Windsor
3932	11	19	Main Floor	Capitol Theatre Windsor
3933	12	19	Main Floor	Capitol Theatre Windsor
3934	13	19	Main Floor	Capitol Theatre Windsor
3935	14	19	Main Floor	Capitol Theatre Windsor
3936	15	19	Main Floor	Capitol Theatre Windsor
3937	16	19	Main Floor	Capitol Theatre Windsor
3938	17	19	Main Floor	Capitol Theatre Windsor
3939	18	19	Main Floor	Capitol Theatre Windsor
3940	19	19	Main Floor	Capitol Theatre Windsor
3941	20	19	Main Floor	Capitol Theatre Windsor
3942	21	19	Main Floor	Capitol Theatre Windsor
3943	22	19	Main Floor	Capitol Theatre Windsor
3944	23	19	Main Floor	Capitol Theatre Windsor
3945	24	19	Main Floor	Capitol Theatre Windsor
3946	25	19	Main Floor	Capitol Theatre Windsor
3947	1	20	Main Floor	Capitol Theatre Windsor
3948	2	20	Main Floor	Capitol Theatre Windsor
3949	3	20	Main Floor	Capitol Theatre Windsor
3950	4	20	Main Floor	Capitol Theatre Windsor
3951	5	20	Main Floor	Capitol Theatre Windsor
3952	6	20	Main Floor	Capitol Theatre Windsor
3953	7	20	Main Floor	Capitol Theatre Windsor
3954	8	20	Main Floor	Capitol Theatre Windsor
3955	9	20	Main Floor	Capitol Theatre Windsor
3956	10	20	Main Floor	Capitol Theatre Windsor
3957	11	20	Main Floor	Capitol Theatre Windsor
3958	12	20	Main Floor	Capitol Theatre Windsor
3959	13	20	Main Floor	Capitol Theatre Windsor
3960	14	20	Main Floor	Capitol Theatre Windsor
3961	15	20	Main Floor	Capitol Theatre Windsor
3962	16	20	Main Floor	Capitol Theatre Windsor
3963	17	20	Main Floor	Capitol Theatre Windsor
3964	18	20	Main Floor	Capitol Theatre Windsor
3965	19	20	Main Floor	Capitol Theatre Windsor
3966	20	20	Main Floor	Capitol Theatre Windsor
3967	21	20	Main Floor	Capitol Theatre Windsor
3968	22	20	Main Floor	Capitol Theatre Windsor
3969	23	20	Main Floor	Capitol Theatre Windsor
3970	24	20	Main Floor	Capitol Theatre Windsor
3971	25	20	Main Floor	Capitol Theatre Windsor
3972	1	1	Balcony	Capitol Theatre Windsor
3973	2	1	Balcony	Capitol Theatre Windsor
3974	3	1	Balcony	Capitol Theatre Windsor
3975	4	1	Balcony	Capitol Theatre Windsor
3976	5	1	Balcony	Capitol Theatre Windsor
3977	6	1	Balcony	Capitol Theatre Windsor
3978	7	1	Balcony	Capitol Theatre Windsor
3979	8	1	Balcony	Capitol Theatre Windsor
3980	9	1	Balcony	Capitol Theatre Windsor
3981	10	1	Balcony	Capitol Theatre Windsor
3982	11	1	Balcony	Capitol Theatre Windsor
3983	12	1	Balcony	Capitol Theatre Windsor
3984	13	1	Balcony	Capitol Theatre Windsor
3985	14	1	Balcony	Capitol Theatre Windsor
3986	15	1	Balcony	Capitol Theatre Windsor
3987	16	1	Balcony	Capitol Theatre Windsor
3988	17	1	Balcony	Capitol Theatre Windsor
3989	18	1	Balcony	Capitol Theatre Windsor
3990	19	1	Balcony	Capitol Theatre Windsor
3991	20	1	Balcony	Capitol Theatre Windsor
3992	1	2	Balcony	Capitol Theatre Windsor
3993	2	2	Balcony	Capitol Theatre Windsor
3994	3	2	Balcony	Capitol Theatre Windsor
3995	4	2	Balcony	Capitol Theatre Windsor
3996	5	2	Balcony	Capitol Theatre Windsor
3997	6	2	Balcony	Capitol Theatre Windsor
3998	7	2	Balcony	Capitol Theatre Windsor
3999	8	2	Balcony	Capitol Theatre Windsor
4000	9	2	Balcony	Capitol Theatre Windsor
4001	10	2	Balcony	Capitol Theatre Windsor
4002	11	2	Balcony	Capitol Theatre Windsor
4003	12	2	Balcony	Capitol Theatre Windsor
4004	13	2	Balcony	Capitol Theatre Windsor
4005	14	2	Balcony	Capitol Theatre Windsor
4006	15	2	Balcony	Capitol Theatre Windsor
4007	16	2	Balcony	Capitol Theatre Windsor
4008	17	2	Balcony	Capitol Theatre Windsor
4009	18	2	Balcony	Capitol Theatre Windsor
4010	19	2	Balcony	Capitol Theatre Windsor
4011	20	2	Balcony	Capitol Theatre Windsor
4012	1	3	Balcony	Capitol Theatre Windsor
4013	2	3	Balcony	Capitol Theatre Windsor
4014	3	3	Balcony	Capitol Theatre Windsor
4015	4	3	Balcony	Capitol Theatre Windsor
4016	5	3	Balcony	Capitol Theatre Windsor
4017	6	3	Balcony	Capitol Theatre Windsor
4018	7	3	Balcony	Capitol Theatre Windsor
4019	8	3	Balcony	Capitol Theatre Windsor
4020	9	3	Balcony	Capitol Theatre Windsor
4021	10	3	Balcony	Capitol Theatre Windsor
4022	11	3	Balcony	Capitol Theatre Windsor
4023	12	3	Balcony	Capitol Theatre Windsor
4024	13	3	Balcony	Capitol Theatre Windsor
4025	14	3	Balcony	Capitol Theatre Windsor
4026	15	3	Balcony	Capitol Theatre Windsor
4027	16	3	Balcony	Capitol Theatre Windsor
4028	17	3	Balcony	Capitol Theatre Windsor
4029	18	3	Balcony	Capitol Theatre Windsor
4030	19	3	Balcony	Capitol Theatre Windsor
4031	20	3	Balcony	Capitol Theatre Windsor
4032	1	4	Balcony	Capitol Theatre Windsor
4033	2	4	Balcony	Capitol Theatre Windsor
4034	3	4	Balcony	Capitol Theatre Windsor
4035	4	4	Balcony	Capitol Theatre Windsor
4036	5	4	Balcony	Capitol Theatre Windsor
4037	6	4	Balcony	Capitol Theatre Windsor
4038	7	4	Balcony	Capitol Theatre Windsor
4039	8	4	Balcony	Capitol Theatre Windsor
4040	9	4	Balcony	Capitol Theatre Windsor
4041	10	4	Balcony	Capitol Theatre Windsor
4042	11	4	Balcony	Capitol Theatre Windsor
4043	12	4	Balcony	Capitol Theatre Windsor
4044	13	4	Balcony	Capitol Theatre Windsor
4045	14	4	Balcony	Capitol Theatre Windsor
4046	15	4	Balcony	Capitol Theatre Windsor
4047	16	4	Balcony	Capitol Theatre Windsor
4048	17	4	Balcony	Capitol Theatre Windsor
4049	18	4	Balcony	Capitol Theatre Windsor
4050	19	4	Balcony	Capitol Theatre Windsor
4051	20	4	Balcony	Capitol Theatre Windsor
4052	1	5	Balcony	Capitol Theatre Windsor
4053	2	5	Balcony	Capitol Theatre Windsor
4054	3	5	Balcony	Capitol Theatre Windsor
4055	4	5	Balcony	Capitol Theatre Windsor
4056	5	5	Balcony	Capitol Theatre Windsor
4057	6	5	Balcony	Capitol Theatre Windsor
4058	7	5	Balcony	Capitol Theatre Windsor
4059	8	5	Balcony	Capitol Theatre Windsor
4060	9	5	Balcony	Capitol Theatre Windsor
4061	10	5	Balcony	Capitol Theatre Windsor
4062	11	5	Balcony	Capitol Theatre Windsor
4063	12	5	Balcony	Capitol Theatre Windsor
4064	13	5	Balcony	Capitol Theatre Windsor
4065	14	5	Balcony	Capitol Theatre Windsor
4066	15	5	Balcony	Capitol Theatre Windsor
4067	16	5	Balcony	Capitol Theatre Windsor
4068	17	5	Balcony	Capitol Theatre Windsor
4069	18	5	Balcony	Capitol Theatre Windsor
4070	19	5	Balcony	Capitol Theatre Windsor
4071	20	5	Balcony	Capitol Theatre Windsor
4072	1	6	Balcony	Capitol Theatre Windsor
4073	2	6	Balcony	Capitol Theatre Windsor
4074	3	6	Balcony	Capitol Theatre Windsor
4075	4	6	Balcony	Capitol Theatre Windsor
4076	5	6	Balcony	Capitol Theatre Windsor
4077	6	6	Balcony	Capitol Theatre Windsor
4078	7	6	Balcony	Capitol Theatre Windsor
4079	8	6	Balcony	Capitol Theatre Windsor
4080	9	6	Balcony	Capitol Theatre Windsor
4081	10	6	Balcony	Capitol Theatre Windsor
4082	11	6	Balcony	Capitol Theatre Windsor
4083	12	6	Balcony	Capitol Theatre Windsor
4084	13	6	Balcony	Capitol Theatre Windsor
4085	14	6	Balcony	Capitol Theatre Windsor
4086	15	6	Balcony	Capitol Theatre Windsor
4087	16	6	Balcony	Capitol Theatre Windsor
4088	17	6	Balcony	Capitol Theatre Windsor
4089	18	6	Balcony	Capitol Theatre Windsor
4090	19	6	Balcony	Capitol Theatre Windsor
4091	20	6	Balcony	Capitol Theatre Windsor
4092	1	1	Main Floor	Capitol Theatre Windsor
4093	2	1	Main Floor	Capitol Theatre Windsor
4094	3	1	Main Floor	Capitol Theatre Windsor
4095	4	1	Main Floor	Capitol Theatre Windsor
4096	5	1	Main Floor	Capitol Theatre Windsor
4097	6	1	Main Floor	Capitol Theatre Windsor
4098	7	1	Main Floor	Capitol Theatre Windsor
4099	8	1	Main Floor	Capitol Theatre Windsor
4100	9	1	Main Floor	Capitol Theatre Windsor
4101	10	1	Main Floor	Capitol Theatre Windsor
4102	11	1	Main Floor	Capitol Theatre Windsor
4103	12	1	Main Floor	Capitol Theatre Windsor
4104	13	1	Main Floor	Capitol Theatre Windsor
4105	14	1	Main Floor	Capitol Theatre Windsor
4106	15	1	Main Floor	Capitol Theatre Windsor
4107	16	1	Main Floor	Capitol Theatre Windsor
4108	17	1	Main Floor	Capitol Theatre Windsor
4109	18	1	Main Floor	Capitol Theatre Windsor
4110	19	1	Main Floor	Capitol Theatre Windsor
4111	20	1	Main Floor	Capitol Theatre Windsor
4112	21	1	Main Floor	Capitol Theatre Windsor
4113	22	1	Main Floor	Capitol Theatre Windsor
4114	23	1	Main Floor	Capitol Theatre Windsor
4115	24	1	Main Floor	Capitol Theatre Windsor
4116	25	1	Main Floor	Capitol Theatre Windsor
4117	1	2	Main Floor	Capitol Theatre Windsor
4118	2	2	Main Floor	Capitol Theatre Windsor
4119	3	2	Main Floor	Capitol Theatre Windsor
4120	4	2	Main Floor	Capitol Theatre Windsor
4121	5	2	Main Floor	Capitol Theatre Windsor
4122	6	2	Main Floor	Capitol Theatre Windsor
4123	7	2	Main Floor	Capitol Theatre Windsor
4124	8	2	Main Floor	Capitol Theatre Windsor
4125	9	2	Main Floor	Capitol Theatre Windsor
4126	10	2	Main Floor	Capitol Theatre Windsor
4127	11	2	Main Floor	Capitol Theatre Windsor
4128	12	2	Main Floor	Capitol Theatre Windsor
4129	13	2	Main Floor	Capitol Theatre Windsor
4130	14	2	Main Floor	Capitol Theatre Windsor
4131	15	2	Main Floor	Capitol Theatre Windsor
4132	16	2	Main Floor	Capitol Theatre Windsor
4133	17	2	Main Floor	Capitol Theatre Windsor
4134	18	2	Main Floor	Capitol Theatre Windsor
4135	19	2	Main Floor	Capitol Theatre Windsor
4136	20	2	Main Floor	Capitol Theatre Windsor
4137	21	2	Main Floor	Capitol Theatre Windsor
4138	22	2	Main Floor	Capitol Theatre Windsor
4139	23	2	Main Floor	Capitol Theatre Windsor
4140	24	2	Main Floor	Capitol Theatre Windsor
4141	25	2	Main Floor	Capitol Theatre Windsor
4142	1	3	Main Floor	Capitol Theatre Windsor
4143	2	3	Main Floor	Capitol Theatre Windsor
4144	3	3	Main Floor	Capitol Theatre Windsor
4145	4	3	Main Floor	Capitol Theatre Windsor
4146	5	3	Main Floor	Capitol Theatre Windsor
4147	6	3	Main Floor	Capitol Theatre Windsor
4148	7	3	Main Floor	Capitol Theatre Windsor
4149	8	3	Main Floor	Capitol Theatre Windsor
4150	9	3	Main Floor	Capitol Theatre Windsor
4151	10	3	Main Floor	Capitol Theatre Windsor
4152	11	3	Main Floor	Capitol Theatre Windsor
4153	12	3	Main Floor	Capitol Theatre Windsor
4154	13	3	Main Floor	Capitol Theatre Windsor
4155	14	3	Main Floor	Capitol Theatre Windsor
4156	15	3	Main Floor	Capitol Theatre Windsor
4157	16	3	Main Floor	Capitol Theatre Windsor
4158	17	3	Main Floor	Capitol Theatre Windsor
4159	18	3	Main Floor	Capitol Theatre Windsor
4160	19	3	Main Floor	Capitol Theatre Windsor
4161	20	3	Main Floor	Capitol Theatre Windsor
4162	21	3	Main Floor	Capitol Theatre Windsor
4163	22	3	Main Floor	Capitol Theatre Windsor
4164	23	3	Main Floor	Capitol Theatre Windsor
4165	24	3	Main Floor	Capitol Theatre Windsor
4166	25	3	Main Floor	Capitol Theatre Windsor
4167	1	4	Main Floor	Capitol Theatre Windsor
4168	2	4	Main Floor	Capitol Theatre Windsor
4169	3	4	Main Floor	Capitol Theatre Windsor
4170	4	4	Main Floor	Capitol Theatre Windsor
4171	5	4	Main Floor	Capitol Theatre Windsor
4172	6	4	Main Floor	Capitol Theatre Windsor
4173	7	4	Main Floor	Capitol Theatre Windsor
4174	8	4	Main Floor	Capitol Theatre Windsor
4175	9	4	Main Floor	Capitol Theatre Windsor
4176	10	4	Main Floor	Capitol Theatre Windsor
4177	11	4	Main Floor	Capitol Theatre Windsor
4178	12	4	Main Floor	Capitol Theatre Windsor
4179	13	4	Main Floor	Capitol Theatre Windsor
4180	14	4	Main Floor	Capitol Theatre Windsor
4181	15	4	Main Floor	Capitol Theatre Windsor
4182	16	4	Main Floor	Capitol Theatre Windsor
4183	17	4	Main Floor	Capitol Theatre Windsor
4184	18	4	Main Floor	Capitol Theatre Windsor
4185	19	4	Main Floor	Capitol Theatre Windsor
4186	20	4	Main Floor	Capitol Theatre Windsor
4187	21	4	Main Floor	Capitol Theatre Windsor
4188	22	4	Main Floor	Capitol Theatre Windsor
4189	23	4	Main Floor	Capitol Theatre Windsor
4190	24	4	Main Floor	Capitol Theatre Windsor
4191	25	4	Main Floor	Capitol Theatre Windsor
4192	1	5	Main Floor	Capitol Theatre Windsor
4193	2	5	Main Floor	Capitol Theatre Windsor
4194	3	5	Main Floor	Capitol Theatre Windsor
4195	4	5	Main Floor	Capitol Theatre Windsor
4196	5	5	Main Floor	Capitol Theatre Windsor
4197	6	5	Main Floor	Capitol Theatre Windsor
4198	7	5	Main Floor	Capitol Theatre Windsor
4199	8	5	Main Floor	Capitol Theatre Windsor
4200	9	5	Main Floor	Capitol Theatre Windsor
4201	10	5	Main Floor	Capitol Theatre Windsor
4202	11	5	Main Floor	Capitol Theatre Windsor
4203	12	5	Main Floor	Capitol Theatre Windsor
4204	13	5	Main Floor	Capitol Theatre Windsor
4205	14	5	Main Floor	Capitol Theatre Windsor
4206	15	5	Main Floor	Capitol Theatre Windsor
4207	16	5	Main Floor	Capitol Theatre Windsor
4208	17	5	Main Floor	Capitol Theatre Windsor
4209	18	5	Main Floor	Capitol Theatre Windsor
4210	19	5	Main Floor	Capitol Theatre Windsor
4211	20	5	Main Floor	Capitol Theatre Windsor
4212	21	5	Main Floor	Capitol Theatre Windsor
4213	22	5	Main Floor	Capitol Theatre Windsor
4214	23	5	Main Floor	Capitol Theatre Windsor
4215	24	5	Main Floor	Capitol Theatre Windsor
4216	25	5	Main Floor	Capitol Theatre Windsor
4217	1	6	Main Floor	Capitol Theatre Windsor
4218	2	6	Main Floor	Capitol Theatre Windsor
4219	3	6	Main Floor	Capitol Theatre Windsor
4220	4	6	Main Floor	Capitol Theatre Windsor
4221	5	6	Main Floor	Capitol Theatre Windsor
4222	6	6	Main Floor	Capitol Theatre Windsor
4223	7	6	Main Floor	Capitol Theatre Windsor
4224	8	6	Main Floor	Capitol Theatre Windsor
4225	9	6	Main Floor	Capitol Theatre Windsor
4226	10	6	Main Floor	Capitol Theatre Windsor
4227	11	6	Main Floor	Capitol Theatre Windsor
4228	12	6	Main Floor	Capitol Theatre Windsor
4229	13	6	Main Floor	Capitol Theatre Windsor
4230	14	6	Main Floor	Capitol Theatre Windsor
4231	15	6	Main Floor	Capitol Theatre Windsor
4232	16	6	Main Floor	Capitol Theatre Windsor
4233	17	6	Main Floor	Capitol Theatre Windsor
4234	18	6	Main Floor	Capitol Theatre Windsor
4235	19	6	Main Floor	Capitol Theatre Windsor
4236	20	6	Main Floor	Capitol Theatre Windsor
4237	21	6	Main Floor	Capitol Theatre Windsor
4238	22	6	Main Floor	Capitol Theatre Windsor
4239	23	6	Main Floor	Capitol Theatre Windsor
4240	24	6	Main Floor	Capitol Theatre Windsor
4241	25	6	Main Floor	Capitol Theatre Windsor
4242	1	7	Main Floor	Capitol Theatre Windsor
4243	2	7	Main Floor	Capitol Theatre Windsor
4244	3	7	Main Floor	Capitol Theatre Windsor
4245	4	7	Main Floor	Capitol Theatre Windsor
4246	5	7	Main Floor	Capitol Theatre Windsor
4247	6	7	Main Floor	Capitol Theatre Windsor
4248	7	7	Main Floor	Capitol Theatre Windsor
4249	8	7	Main Floor	Capitol Theatre Windsor
4250	9	7	Main Floor	Capitol Theatre Windsor
4251	10	7	Main Floor	Capitol Theatre Windsor
4252	11	7	Main Floor	Capitol Theatre Windsor
4253	12	7	Main Floor	Capitol Theatre Windsor
4254	13	7	Main Floor	Capitol Theatre Windsor
4255	14	7	Main Floor	Capitol Theatre Windsor
4256	15	7	Main Floor	Capitol Theatre Windsor
4257	16	7	Main Floor	Capitol Theatre Windsor
4258	17	7	Main Floor	Capitol Theatre Windsor
4259	18	7	Main Floor	Capitol Theatre Windsor
4260	19	7	Main Floor	Capitol Theatre Windsor
4261	20	7	Main Floor	Capitol Theatre Windsor
4262	21	7	Main Floor	Capitol Theatre Windsor
4263	22	7	Main Floor	Capitol Theatre Windsor
4264	23	7	Main Floor	Capitol Theatre Windsor
4265	24	7	Main Floor	Capitol Theatre Windsor
4266	25	7	Main Floor	Capitol Theatre Windsor
4267	1	8	Main Floor	Capitol Theatre Windsor
4268	2	8	Main Floor	Capitol Theatre Windsor
4269	3	8	Main Floor	Capitol Theatre Windsor
4270	4	8	Main Floor	Capitol Theatre Windsor
4271	5	8	Main Floor	Capitol Theatre Windsor
4272	6	8	Main Floor	Capitol Theatre Windsor
4273	7	8	Main Floor	Capitol Theatre Windsor
4274	8	8	Main Floor	Capitol Theatre Windsor
4275	9	8	Main Floor	Capitol Theatre Windsor
4276	10	8	Main Floor	Capitol Theatre Windsor
4277	11	8	Main Floor	Capitol Theatre Windsor
4278	12	8	Main Floor	Capitol Theatre Windsor
4279	13	8	Main Floor	Capitol Theatre Windsor
4280	14	8	Main Floor	Capitol Theatre Windsor
4281	15	8	Main Floor	Capitol Theatre Windsor
4282	16	8	Main Floor	Capitol Theatre Windsor
4283	17	8	Main Floor	Capitol Theatre Windsor
4284	18	8	Main Floor	Capitol Theatre Windsor
4285	19	8	Main Floor	Capitol Theatre Windsor
4286	20	8	Main Floor	Capitol Theatre Windsor
4287	21	8	Main Floor	Capitol Theatre Windsor
4288	22	8	Main Floor	Capitol Theatre Windsor
4289	23	8	Main Floor	Capitol Theatre Windsor
4290	24	8	Main Floor	Capitol Theatre Windsor
4291	25	8	Main Floor	Capitol Theatre Windsor
4292	1	9	Main Floor	Capitol Theatre Windsor
4293	2	9	Main Floor	Capitol Theatre Windsor
4294	3	9	Main Floor	Capitol Theatre Windsor
4295	4	9	Main Floor	Capitol Theatre Windsor
4296	5	9	Main Floor	Capitol Theatre Windsor
4297	6	9	Main Floor	Capitol Theatre Windsor
4298	7	9	Main Floor	Capitol Theatre Windsor
4299	8	9	Main Floor	Capitol Theatre Windsor
4300	9	9	Main Floor	Capitol Theatre Windsor
4301	10	9	Main Floor	Capitol Theatre Windsor
4302	11	9	Main Floor	Capitol Theatre Windsor
4303	12	9	Main Floor	Capitol Theatre Windsor
4304	13	9	Main Floor	Capitol Theatre Windsor
4305	14	9	Main Floor	Capitol Theatre Windsor
4306	15	9	Main Floor	Capitol Theatre Windsor
4307	16	9	Main Floor	Capitol Theatre Windsor
4308	17	9	Main Floor	Capitol Theatre Windsor
4309	18	9	Main Floor	Capitol Theatre Windsor
4310	19	9	Main Floor	Capitol Theatre Windsor
4311	20	9	Main Floor	Capitol Theatre Windsor
4312	21	9	Main Floor	Capitol Theatre Windsor
4313	22	9	Main Floor	Capitol Theatre Windsor
4314	23	9	Main Floor	Capitol Theatre Windsor
4315	24	9	Main Floor	Capitol Theatre Windsor
4316	25	9	Main Floor	Capitol Theatre Windsor
4317	1	10	Main Floor	Capitol Theatre Windsor
4318	2	10	Main Floor	Capitol Theatre Windsor
4319	3	10	Main Floor	Capitol Theatre Windsor
4320	4	10	Main Floor	Capitol Theatre Windsor
4321	5	10	Main Floor	Capitol Theatre Windsor
4322	6	10	Main Floor	Capitol Theatre Windsor
4323	7	10	Main Floor	Capitol Theatre Windsor
4324	8	10	Main Floor	Capitol Theatre Windsor
4325	9	10	Main Floor	Capitol Theatre Windsor
4326	10	10	Main Floor	Capitol Theatre Windsor
4327	11	10	Main Floor	Capitol Theatre Windsor
4328	12	10	Main Floor	Capitol Theatre Windsor
4329	13	10	Main Floor	Capitol Theatre Windsor
4330	14	10	Main Floor	Capitol Theatre Windsor
4331	15	10	Main Floor	Capitol Theatre Windsor
4332	16	10	Main Floor	Capitol Theatre Windsor
4333	17	10	Main Floor	Capitol Theatre Windsor
4334	18	10	Main Floor	Capitol Theatre Windsor
4335	19	10	Main Floor	Capitol Theatre Windsor
4336	20	10	Main Floor	Capitol Theatre Windsor
4337	21	10	Main Floor	Capitol Theatre Windsor
4338	22	10	Main Floor	Capitol Theatre Windsor
4339	23	10	Main Floor	Capitol Theatre Windsor
4340	24	10	Main Floor	Capitol Theatre Windsor
4341	25	10	Main Floor	Capitol Theatre Windsor
4342	1	11	Main Floor	Capitol Theatre Windsor
4343	2	11	Main Floor	Capitol Theatre Windsor
4344	3	11	Main Floor	Capitol Theatre Windsor
4345	4	11	Main Floor	Capitol Theatre Windsor
4346	5	11	Main Floor	Capitol Theatre Windsor
4347	6	11	Main Floor	Capitol Theatre Windsor
4348	7	11	Main Floor	Capitol Theatre Windsor
4349	8	11	Main Floor	Capitol Theatre Windsor
4350	9	11	Main Floor	Capitol Theatre Windsor
4351	10	11	Main Floor	Capitol Theatre Windsor
4352	11	11	Main Floor	Capitol Theatre Windsor
4353	12	11	Main Floor	Capitol Theatre Windsor
4354	13	11	Main Floor	Capitol Theatre Windsor
4355	14	11	Main Floor	Capitol Theatre Windsor
4356	15	11	Main Floor	Capitol Theatre Windsor
4357	16	11	Main Floor	Capitol Theatre Windsor
4358	17	11	Main Floor	Capitol Theatre Windsor
4359	18	11	Main Floor	Capitol Theatre Windsor
4360	19	11	Main Floor	Capitol Theatre Windsor
4361	20	11	Main Floor	Capitol Theatre Windsor
4362	21	11	Main Floor	Capitol Theatre Windsor
4363	22	11	Main Floor	Capitol Theatre Windsor
4364	23	11	Main Floor	Capitol Theatre Windsor
4365	24	11	Main Floor	Capitol Theatre Windsor
4366	25	11	Main Floor	Capitol Theatre Windsor
4367	1	12	Main Floor	Capitol Theatre Windsor
4368	2	12	Main Floor	Capitol Theatre Windsor
4369	3	12	Main Floor	Capitol Theatre Windsor
4370	4	12	Main Floor	Capitol Theatre Windsor
4371	5	12	Main Floor	Capitol Theatre Windsor
